study_hours,attendance,assignment_score,previous_exam_score,result
3.745401188473625,5.16817211686077,16.893506307216455,20.78862551460273,AT RISK
9.50714306409916,53.1354631568148,27.85903390319586,2.6532203873819715,NEED IMPROVEMENT
7.319939418114051,54.06351216101065,17.70104842767468,18.143543508979732,NEED IMPROVEMENT
5.986584841970366,63.742990149820656,8.87025337570556,58.304156096969216,NEED IMPROVEMENT
1.5601864044243652,72.60913337226616,12.06358711006008,42.1424550592498,AT RISK
1.5599452033620265,97.58520794625346,46.077876803272574,89.26717110769748,PASS
0.5808361216819946,51.630034830119534,20.63337184057925,81.7443561738441,AT RISK
8.661761457749352,32.2956472941246,36.42698610480755,34.1817351697876,PASS
6.011150117432088,79.51861947687037,50.34172708548569,25.94234334312925,PASS
7.080725777960454,27.083225126207424,69.03948286293652,37.96924081672669,NEED IMPROVEMENT
0.20584494295802447,43.89714207056361,3.9312139841098936,59.02949425148078,AT RISK
9.699098521619943,7.845638134226595,79.94103989090426,26.806364082287626,PASS
8.324426408004218,2.535074341545751,62.79003894909078,62.4148907849134,PASS
2.1233911067827616,96.26484146779251,8.17590319488719,40.941165219124045,NEED IMPROVEMENT
1.8182496720710062,83.59801205122058,87.35786241067773,55.204718085198024,NEED IMPROVEMENT
1.8340450985343382,69.59742060936979,92.08724005318132,43.61265291353167,NEED IMPROVEMENT
3.0424224295953772,40.89529444142699,6.107795985486375,29.44657595419177,AT RISK
5.247564316322379,17.329432007084577,27.687764814720374,94.84533069621567,NEED IMPROVEMENT
4.319450186421157,15.643704267108605,80.62012797930613,76.36057941597608,NEED IMPROVEMENT
2.9122914019804194,25.024289816459532,74.82596903836584,14.011317576645254,AT RISK
6.118528947223795,54.92266647061205,18.45210193563773,86.84679758979128,PASS
1.3949386065204183,71.45959227000624,20.93493233367103,48.743119824951364,AT RISK
2.9214464853521815,66.01973767177313,37.0472102791382,89.45522268940914,NEED IMPROVEMENT
3.663618432936917,27.993389694594285,48.45229851910213,79.98552559473153,NEED IMPROVEMENT
4.56069984217036,95.48652806631941,61.825477153029595,42.52135044692334,PASS
7.851759613930136,73.78969166957685,36.891363956977244,2.24693083201174,NEED IMPROVEMENT
1.9967378215835974,55.43540525114007,46.25347161331479,26.867735938494608,AT RISK
5.142344384136116,61.17207462343522,74.74709381337566,54.16342146608669,PASS
5.924145688620425,41.96000624277899,3.66832028905979,63.347821982614725,NEED IMPROVEMENT
0.46450412719997725,24.773098950115745,25.243694434402077,25.788768543320227,AT RISK
6.075448519014383,35.597267865126156,71.33495858845524,13.935607407282413,NEED IMPROVEMENT
1.7052412368729153,75.78461104643691,89.52068376871993,83.4930236799299,PASS
0.6505159298527952,1.4393488629755868,51.167744211566614,98.44021807035521,AT RISK
9.488855372533333,11.607264050691624,53.211348526531566,52.56901823026858,PASS
9.656320330745594,4.600264202175275,10.717201133977605,17.16792858483035,NEED IMPROVEMENT
8.08397348116461,4.072880231897013,44.741236682345466,27.230732651936897,NEED IMPROVEMENT
3.0461376917337066,85.54605840110072,53.261726645502314,1.8390676547466733,NEED IMPROVEMENT
0.9767211400638387,70.36578593800236,24.247050363472965,91.4298806560499,NEED IMPROVEMENT
6.842330265121569,47.41738290873252,26.924323094938096,11.775108289014113,NEED IMPROVEMENT
4.4015249373960135,9.783416065100148,37.728416310462265,57.651647551425356,AT RISK
1.2203823484477883,49.16158751168324,2.007119777772637,27.4055220687206,AT RISK
4.951769101112702,47.34717707805657,32.20791655831783,55.417800251579344,NEED IMPROVEMENT
0.34388521115218396,17.320186991001517,21.144800699654464,65.14203883518643,AT RISK
9.093204020787821,43.385164923797305,32.74973521779147,82.97418037072016,PASS
2.587799816000169,39.85047343973734,11.976213181925122,20.64212717606032,AT RISK
6.62522284353982,61.585009805221645,89.0527280739895,1.0995828658480478,NEED IMPROVEMENT
3.1171107608941098,63.50936508676438,59.359245355404866,13.688563006880727,NEED IMPROVEMENT
5.200680211778108,4.530400977204452,67.91023191444896,90.00186418481051,NEED IMPROVEMENT
5.4671027934327965,37.46126146264712,78.91712386073382,87.38900775625153,PASS
1.8485445552552704,62.58599157142364,49.84421989290573,59.74131021703083,NEED IMPROVEMENT
9.695846277645586,50.31362585800877,8.69202880874237,60.051686043365336,PASS
7.7513282336111455,85.64898411883223,53.71065418185478,66.50366745462554,PASS
9.394989415641891,65.8693631618945,58.68411180208791,17.53712786234496,PASS
8.948273504276488,16.29344270814297,74.54394741843299,91.44119459249598,PASS
5.978999788110851,7.056874740042984,43.16595462296794,41.87705248920731,NEED IMPROVEMENT
9.218742350231167,64.24192782063156,12.758030279556376,38.31385282494975,PASS
0.884925020519195,2.6511310541621813,28.377590579872447,51.89177052828376,AT RISK
1.959828624191452,58.57755812734633,36.30822963986351,4.696596677505505,AT RISK
0.45227288910538066,94.02302414249576,64.59172413316013,16.628336875607943,AT RISK
3.2533033076326436,57.5474177875879,57.077830466891186,73.80336164263704,NEED IMPROVEMENT
3.8867728968948203,38.816992620652194,35.60967258978462,8.279866792512646,AT RISK
2.713490317738959,64.32882184423532,98.65152487929797,60.31521094663882,PASS
8.287375091519294,45.825289049151664,60.577481935688716,24.534910968132095,PASS
3.567533266935893,54.56167893159349,23.72267917359945,38.929561404197656,NEED IMPROVEMENT
2.8093450968738076,94.14648087765252,10.178247262040374,28.869373677069987,NEED IMPROVEMENT
5.426960831582485,38.610263780077425,15.285913918433202,35.567271646494916,NEED IMPROVEMENT
1.4092422497476265,96.11905638239142,24.595772838450813,71.90459051842456,NEED IMPROVEMENT
8.021969807540398,90.53506419560637,16.06813732595557,29.7121715623175,PASS
0.7455064367977082,19.579113478929642,18.656702405130577,56.64046402968972,AT RISK
